id	language	context	target	complexity	lang	train	context_tokenized	target_tokenized
en_520	english	This is just one of the many feats of engineering which have made it possible for us to quantify and understand the human gene and how it relates to Nutrition.	quantify	0.2954545454545454	en	False	this|be|just|one|of|the|many|feat|of|engineering|which|have|make|it|possible|for|we|to|quantify|and|understand|the|human|gene|and|how|it|relate|to|nutrition|.	quantify
en_521	english	This is just one of the many feats of engineering which have made it possible for us to quantify and understand the human gene and how it relates to Nutrition.	feats	0.3181818181818182	en	False	this|be|just|one|of|the|many|feat|of|engineering|which|have|make|it|possible|for|we|to|quantify|and|understand|the|human|gene|and|how|it|relate|to|nutrition|.	feat
en_522	english	This is particularly useful in cases such as when one attempts to surface modify nanomaterials to increase affinity, reactivity or compatibility.	modify	0.2272727272727272	en	False	this|be|particularly|useful|in|case|such|as|when|one|attempt|to|surface|modify|nanomaterial|to|increase|affinity|,|reactivity|or|compatibility|.	modify
en_523	english	This is particularly useful in cases such as when one attempts to surface modify nanomaterials to increase affinity, reactivity or compatibility.	particularly	0.2272727272727272	en	False	this|be|particularly|useful|in|case|such|as|when|one|attempt|to|surface|modify|nanomaterial|to|increase|affinity|,|reactivity|or|compatibility|.	particularly
en_524	english	This is particularly useful in cases such as when one attempts to surface modify nanomaterials to increase affinity, reactivity or compatibility.	nanomaterials	0.6363636363636364	en	False	this|be|particularly|useful|in|case|such|as|when|one|attempt|to|surface|modify|nanomaterial|to|increase|affinity|,|reactivity|or|compatibility|.	nanomaterial
en_525	english	This problem has agitated theologians and philosophers for centuries, and has never been satisfactorily resolved.	theologians	0.7727272727272727	en	False	this|problem|have|agitate|theologian|and|philosopher|for|century|,|and|have|never|be|satisfactorily|resolve|.	theologian
en_526	english	This problem has agitated theologians and philosophers for centuries, and has never been satisfactorily resolved.	philosophers	0.3863636363636363	en	False	this|problem|have|agitate|theologian|and|philosopher|for|century|,|and|have|never|be|satisfactorily|resolve|.	philosopher
en_527	english	This problem has agitated theologians and philosophers for centuries, and has never been satisfactorily resolved.	satisfactorily	0.3863636363636363	en	False	this|problem|have|agitate|theologian|and|philosopher|for|century|,|and|have|never|be|satisfactorily|resolve|.	satisfactorily
en_528	english	This revolution was fueled by the use of new farming technology such as the seed drill and improved fertilizers.	revolution	0.2	en	False	this|revolution|be|fuel|by|the|use|of|new|farming|technology|such|as|the|seed|drill|and|improve|fertilizer|.	revolution
en_529	english	This revolution was fueled by the use of new farming technology such as the seed drill and improved fertilizers.	farming	0.025	en	False	this|revolution|be|fuel|by|the|use|of|new|farming|technology|such|as|the|seed|drill|and|improve|fertilizer|.	farming
en_530	english	This revolution was fueled by the use of new farming technology such as the seed drill and improved fertilizers.	improved	0.05	en	False	this|revolution|be|fuel|by|the|use|of|new|farming|technology|such|as|the|seed|drill|and|improve|fertilizer|.	improve
en_531	english	This transformation occurs when a live nonpathogenic cell takes up a piece of DNA carry the allele for pathogenicity.	transformation	0.175	en	False	this|transformation|occur|when|a|live|nonpathogenic|cell|take|up|a|piece|of|DNA|carry|the|allele|for|pathogenicity|.	transformation
en_532	english	This transformation occurs when a live nonpathogenic cell takes up a piece of DNA carry the allele for pathogenicity.	nonpathogenic	0.475	en	False	this|transformation|occur|when|a|live|nonpathogenic|cell|take|up|a|piece|of|DNA|carry|the|allele|for|pathogenicity|.	nonpathogenic
en_533	english	This transformation occurs when a live nonpathogenic cell takes up a piece of DNA carry the allele for pathogenicity.	occurs	0.075	en	False	this|transformation|occur|when|a|live|nonpathogenic|cell|take|up|a|piece|of|DNA|carry|the|allele|for|pathogenicity|.	occur
en_534	english	This was a devastating blow to the Japanese and is considered the turning point of the Pacific War.	turning	0.1136363636363636	en	False	this|be|a|devastating|blow|to|the|Japanese|and|be|consider|the|turning|point|of|the|Pacific|War|.	turning
en_535	english	This was a devastating blow to the Japanese and is considered the turning point of the Pacific War.	devastating	0.2954545454545454	en	False	this|be|a|devastating|blow|to|the|Japanese|and|be|consider|the|turning|point|of|the|Pacific|War|.	devastating
en_536	english	This was a devastating blow to the Japanese and is considered the turning point of the Pacific War.	blow	0.2045454545454545	en	False	this|be|a|devastating|blow|to|the|Japanese|and|be|consider|the|turning|point|of|the|Pacific|War|.	blow
en_537	english	Though Harry will become an exception, there is another student, also an orphan and a talented wizard, that Dumbledore also paid closer attention to, though not in the same way as with Harry.	paid	0.1363636363636363	en	False	though|Harry|will|become|a|exception|,|there|be|another|student|,|also|a|orphan|and|a|talented|wizard|,|that|Dumbledore|also|pay|close|attention|to|,|though|not|in|the|same|way|as|with|Harry|.	pay
en_538	english	Though Harry will become an exception, there is another student, also an orphan and a talented wizard, that Dumbledore also paid closer attention to, though not in the same way as with Harry.	talented	0.1590909090909091	en	False	though|Harry|will|become|a|exception|,|there|be|another|student|,|also|a|orphan|and|a|talented|wizard|,|that|Dumbledore|also|pay|close|attention|to|,|though|not|in|the|same|way|as|with|Harry|.	talented
en_539	english	Though Harry will become an exception, there is another student, also an orphan and a talented wizard, that Dumbledore also paid closer attention to, though not in the same way as with Harry.	orphan	0.2727272727272727	en	False	though|Harry|will|become|a|exception|,|there|be|another|student|,|also|a|orphan|and|a|talented|wizard|,|that|Dumbledore|also|pay|close|attention|to|,|though|not|in|the|same|way|as|with|Harry|.	orphan
en_540	english	To alleviate indexing problems, the sizeof() expression is commonly used when coding loops that process arrays.	alleviate	0.275	en	False	to|alleviate|indexing|problem|,|the|sizeof|(|)|expression|be|commonly|use|when|coding|loop|that|process|array|.	alleviate
en_541	english	To alleviate indexing problems, the sizeof() expression is commonly used when coding loops that process arrays.	coding	0.15	en	False	to|alleviate|indexing|problem|,|the|sizeof|(|)|expression|be|commonly|use|when|coding|loop|that|process|array|.	coding
en_542	english	To alleviate indexing problems, the sizeof() expression is commonly used when coding loops that process arrays.	commonly	0.125	en	False	to|alleviate|indexing|problem|,|the|sizeof|(|)|expression|be|commonly|use|when|coding|loop|that|process|array|.	commonly
en_543	english	To completely live this way in an industrial urbanized society is to withdraw to the periphery.	periphery	0.7045454545454546	en	False	to|completely|live|this|way|in|a|industrial|urbanized|society|be|to|withdraw|to|the|periphery|.	periphery
en_544	english	To completely live this way in an industrial urbanized society is to withdraw to the periphery.	urbanized	0.3611111111111111	en	False	to|completely|live|this|way|in|a|industrial|urbanized|society|be|to|withdraw|to|the|periphery|.	urbanized
en_545	english	To completely live this way in an industrial urbanized society is to withdraw to the periphery.	withdraw	0.25	en	False	to|completely|live|this|way|in|a|industrial|urbanized|society|be|to|withdraw|to|the|periphery|.	withdraw
en_546	english	To gain familiarity with mathematical proof and also some basic mathematical concepts, readers may read the wikibook Mathematical Proof.	wikibook	0.275	en	False	to|gain|familiarity|with|mathematical|proof|and|also|some|basic|mathematical|concept|,|reader|may|read|the|wikibook|Mathematical|proof|.	wikibook
en_547	english	To gain familiarity with mathematical proof and also some basic mathematical concepts, readers may read the wikibook Mathematical Proof.	readers	0.1	en	False	to|gain|familiarity|with|mathematical|proof|and|also|some|basic|mathematical|concept|,|reader|may|read|the|wikibook|Mathematical|proof|.	reader
en_548	english	To gain familiarity with mathematical proof and also some basic mathematical concepts, readers may read the wikibook Mathematical Proof.	mathematical	0.1	en	False	to|gain|familiarity|with|mathematical|proof|and|also|some|basic|mathematical|concept|,|reader|may|read|the|wikibook|Mathematical|proof|.	mathematical
en_549	english	Unless there are obvious problems that are unlikely to be rectified, your time would be better spent mentoring new contributors and trying to help clean up new works, even if the work is currently a blatant violation of current procedures.	contributors	0.25	en	False	unless|there|be|obvious|problem|that|be|unlikely|to|be|rectify|,|your|time|would|be|well|spend|mentoring|new|contributor|and|try|to|help|clean|up|new|work|,|even|if|the|work|be|currently|a|blatant|violation|of|current|procedure|.	contributor
en_550	english	Unless there are obvious problems that are unlikely to be rectified, your time would be better spent mentoring new contributors and trying to help clean up new works, even if the work is currently a blatant violation of current procedures.	blatant	0.275	en	False	unless|there|be|obvious|problem|that|be|unlikely|to|be|rectify|,|your|time|would|be|well|spend|mentoring|new|contributor|and|try|to|help|clean|up|new|work|,|even|if|the|work|be|currently|a|blatant|violation|of|current|procedure|.	blatant
en_551	english	Unless there are obvious problems that are unlikely to be rectified, your time would be better spent mentoring new contributors and trying to help clean up new works, even if the work is currently a blatant violation of current procedures.	rectified	0.325	en	False	unless|there|be|obvious|problem|that|be|unlikely|to|be|rectify|,|your|time|would|be|well|spend|mentoring|new|contributor|and|try|to|help|clean|up|new|work|,|even|if|the|work|be|currently|a|blatant|violation|of|current|procedure|.	rectify
en_552	english	Up through the early 19th century, naturalists and scientists observed critical differences between compounds that were derived from living things and those that were not.	critical	0.15	en	False	up|through|the|early|19th|century|,|naturalist|and|scientist|observe|critical|difference|between|compound|that|be|derive|from|living|thing|and|that|that|be|not|.	critical
en_553	english	Up through the early 19th century, naturalists and scientists observed critical differences between compounds that were derived from living things and those that were not.	scientists	0.075	en	False	up|through|the|early|19th|century|,|naturalist|and|scientist|observe|critical|difference|between|compound|that|be|derive|from|living|thing|and|that|that|be|not|.	scientist
en_554	english	Up through the early 19th century, naturalists and scientists observed critical differences between compounds that were derived from living things and those that were not.	observed	0.1	en	False	up|through|the|early|19th|century|,|naturalist|and|scientist|observe|critical|difference|between|compound|that|be|derive|from|living|thing|and|that|that|be|not|.	observe
en_555	english	Uses the same chord shapes as Open E but is easier on a guitar neck as the strings are detuned lessening the tension.	guitar	0.068181818	en	False	Use|the|same|chord|shape|as|Open|E|but|be|easy|on|a|guitar|neck|as|the|string|be|detune|lessen|the|tension|.	guitar
en_556	english	Uses the same chord shapes as Open E but is easier on a guitar neck as the strings are detuned lessening the tension.	chord	0.3409090909090909	en	False	Use|the|same|chord|shape|as|Open|E|but|be|easy|on|a|guitar|neck|as|the|string|be|detune|lessen|the|tension|.	chord
en_557	english	Uses the same chord shapes as Open E but is easier on a guitar neck as the strings are detuned lessening the tension.	lessening	0.2727272727272727	en	False	Use|the|same|chord|shape|as|Open|E|but|be|easy|on|a|guitar|neck|as|the|string|be|detune|lessen|the|tension|.	lessen
en_558	english	Warlords of the many provinces of China constantly feuded, and the central government was weak and decentralized, unable to do anything to stop conflict.	unable	0.05	en	False	warlord|of|the|many|province|of|China|constantly|feud|,|and|the|central|government|be|weak|and|decentralize|,|unable|to|do|anything|to|stop|conflict|.	unable
en_559	english	Warlords of the many provinces of China constantly feuded, and the central government was weak and decentralized, unable to do anything to stop conflict.	central	0.1	en	False	warlord|of|the|many|province|of|China|constantly|feud|,|and|the|central|government|be|weak|and|decentralize|,|unable|to|do|anything|to|stop|conflict|.	central
en_560	english	Warlords of the many provinces of China constantly feuded, and the central government was weak and decentralized, unable to do anything to stop conflict.	constantly	0.1	en	False	warlord|of|the|many|province|of|China|constantly|feud|,|and|the|central|government|be|weak|and|decentralize|,|unable|to|do|anything|to|stop|conflict|.	constantly
en_561	english	Washington became quite concerned, however, that local Communist parties might gain power in France, Italy and Greece in the late 1940s, given the battered state of the postwar European economy and the proximity of the Soviet Union.	postwar	0.2954545454545454	en	False	Washington|become|quite|concerned|,|however|,|that|local|Communist|party|might|gain|power|in|France|,|Italy|and|Greece|in|the|late|1940s|,|give|the|batter|state|of|the|postwar|European|economy|and|the|proximity|of|the|Soviet|Union|.	postwar
en_562	english	Washington became quite concerned, however, that local Communist parties might gain power in France, Italy and Greece in the late 1940s, given the battered state of the postwar European economy and the proximity of the Soviet Union.	proximity	0.3636363636363636	en	False	Washington|become|quite|concerned|,|however|,|that|local|Communist|party|might|gain|power|in|France|,|Italy|and|Greece|in|the|late|1940s|,|give|the|batter|state|of|the|postwar|European|economy|and|the|proximity|of|the|Soviet|Union|.	proximity
en_563	english	Washington became quite concerned, however, that local Communist parties might gain power in France, Italy and Greece in the late 1940s, given the battered state of the postwar European economy and the proximity of the Soviet Union.	gain	0.068181818	en	False	Washington|become|quite|concerned|,|however|,|that|local|Communist|party|might|gain|power|in|France|,|Italy|and|Greece|in|the|late|1940s|,|give|the|batter|state|of|the|postwar|European|economy|and|the|proximity|of|the|Soviet|Union|.	gain
en_564	english	Watch the dog to make sure he does not spit the pill out after eating the treat (if this happens, you will need to force the pill, as described below).	pill	0.1136363636363636	en	False	watch|the|dog|to|make|sure|he|do|not|spit|the|pill|out|after|eat|the|treat|(|if|this|happen|,|you|will|need|to|force|the|pill|,|as|describe|below|)|.	pill
en_565	english	Watch the dog to make sure he does not spit the pill out after eating the treat (if this happens, you will need to force the pill, as described below).	described	0.1136363636363636	en	False	watch|the|dog|to|make|sure|he|do|not|spit|the|pill|out|after|eat|the|treat|(|if|this|happen|,|you|will|need|to|force|the|pill|,|as|describe|below|)|.	describe
en_566	english	Watch the dog to make sure he does not spit the pill out after eating the treat (if this happens, you will need to force the pill, as described below).	spit	0.090909091	en	False	watch|the|dog|to|make|sure|he|do|not|spit|the|pill|out|after|eat|the|treat|(|if|this|happen|,|you|will|need|to|force|the|pill|,|as|describe|below|)|.	spit
en_567	english	We already discussed some of these, yet knowing about sets adds a new definition for each of the following ideas.	adds	0.075	en	False	we|already|discuss|some|of|this|,|yet|know|about|set|add|a|new|definition|for|each|of|the|follow|idea|.	add
en_568	english	We already discussed some of these, yet knowing about sets adds a new definition for each of the following ideas.	knowing	0.05	en	False	we|already|discuss|some|of|this|,|yet|know|about|set|add|a|new|definition|for|each|of|the|follow|idea|.	know
en_569	english	We already discussed some of these, yet knowing about sets adds a new definition for each of the following ideas.	definition	0.05	en	False	we|already|discuss|some|of|this|,|yet|know|about|set|add|a|new|definition|for|each|of|the|follow|idea|.	definition
en_570	english	We recommend this License principally for works whose purpose is instruction or reference.	whose	0.1	en	False	we|recommend|this|license|principally|for|work|whose|purpose|be|instruction|or|reference|.	whose
en_571	english	We recommend this License principally for works whose purpose is instruction or reference.	principally	0.25	en	False	we|recommend|this|license|principally|for|work|whose|purpose|be|instruction|or|reference|.	principally
en_572	english	We recommend this License principally for works whose purpose is instruction or reference.	instruction	0.1	en	False	we|recommend|this|license|principally|for|work|whose|purpose|be|instruction|or|reference|.	instruction
en_573	english	We will start by explaining how lucid dreaming works biologically.	explaining	0.05	en	False	we|will|start|by|explain|how|lucid|dreaming|work|biologically|.	explain
en_574	english	We will start by explaining how lucid dreaming works biologically.	dreaming	0.05	en	False	we|will|start|by|explain|how|lucid|dreaming|work|biologically|.	dream
en_575	english	We will start by explaining how lucid dreaming works biologically.	lucid	0.325	en	False	we|will|start|by|explain|how|lucid|dreaming|work|biologically|.	lucid
en_576	english	Weight loss requires your calorie intake to be lower than your calorie output, though neither should be done in the extreme.	extreme	0.1	en	False	weight|loss|require|your|calorie|intake|to|be|low|than|your|calorie|output|,|though|neither|should|be|do|in|the|extreme|.	extreme
en_577	english	Weight loss requires your calorie intake to be lower than your calorie output, though neither should be done in the extreme.	intake	0.1	en	False	weight|loss|require|your|calorie|intake|to|be|low|than|your|calorie|output|,|though|neither|should|be|do|in|the|extreme|.	intake
en_578	english	Weight loss requires your calorie intake to be lower than your calorie output, though neither should be done in the extreme.	neither	0.05	en	False	weight|loss|require|your|calorie|intake|to|be|low|than|your|calorie|output|,|though|neither|should|be|do|in|the|extreme|.	neither
en_579	english	When I arrive to my destination, with the shaded patio still in view, I unfold the towels and lay comfortably on the reclining chair.	patio	0.2954545454545454	en	False	when|I|arrive|to|my|destination|,|with|the|shade|patio|still|in|view|,|I|unfold|the|towel|and|lay|comfortably|on|the|recline|chair|.	patio
en_580	english	When I arrive to my destination, with the shaded patio still in view, I unfold the towels and lay comfortably on the reclining chair.	shaded	0.1363636363636363	en	False	when|I|arrive|to|my|destination|,|with|the|shade|patio|still|in|view|,|I|unfold|the|towel|and|lay|comfortably|on|the|recline|chair|.	shade
en_581	english	When I arrive to my destination, with the shaded patio still in view, I unfold the towels and lay comfortably on the reclining chair.	unfold	0.2272727272727272	en	False	when|I|arrive|to|my|destination|,|with|the|shade|patio|still|in|view|,|I|unfold|the|towel|and|lay|comfortably|on|the|recline|chair|.	unfold
en_582	english	When a text fails to support this rule, it requires even a diligent student to needlessly repeat material.	fails	0.1	en	False	when|a|text|fail|to|support|this|rule|,|it|require|even|a|diligent|student|to|needlessly|repeat|material|.	fail
en_583	english	When a text fails to support this rule, it requires even a diligent student to needlessly repeat material.	diligent	0.25	en	False	when|a|text|fail|to|support|this|rule|,|it|require|even|a|diligent|student|to|needlessly|repeat|material|.	diligent
en_584	english	When a text fails to support this rule, it requires even a diligent student to needlessly repeat material.	needlessly	0.2	en	False	when|a|text|fail|to|support|this|rule|,|it|require|even|a|diligent|student|to|needlessly|repeat|material|.	needlessly
en_585	english	Yet the fact that scurvy is caused by lack of vitamin c was only discovered in 1932.	caused	0.075	en	False	yet|the|fact|that|scurvy|be|cause|by|lack|of|vitamin|c|be|only|discover|in|1932|.	cause
en_586	english	Yet the fact that scurvy is caused by lack of vitamin c was only discovered in 1932.	vitamin	0.075	en	False	yet|the|fact|that|scurvy|be|cause|by|lack|of|vitamin|c|be|only|discover|in|1932|.	vitamin
en_587	english	Yet the fact that scurvy is caused by lack of vitamin c was only discovered in 1932.	scurvy	0.425	en	False	yet|the|fact|that|scurvy|be|cause|by|lack|of|vitamin|c|be|only|discover|in|1932|.	scurvy
en_588	english	You devise more experiments to test your hypotheses, utilizing a flashlight to prove that you are indeed not blind.	utilizing	0.2045454545454545	en	False	you|devise|more|experiment|to|test|your|hypothese|,|utilize|a|flashlight|to|prove|that|you|be|indeed|not|blind|.	utilize
en_589	english	You devise more experiments to test your hypotheses, utilizing a flashlight to prove that you are indeed not blind.	devise	0.3636363636363636	en	False	you|devise|more|experiment|to|test|your|hypothese|,|utilize|a|flashlight|to|prove|that|you|be|indeed|not|blind|.	devise
en_590	english	You devise more experiments to test your hypotheses, utilizing a flashlight to prove that you are indeed not blind.	flashlight	0.2272727272727272	en	False	you|devise|more|experiment|to|test|your|hypothese|,|utilize|a|flashlight|to|prove|that|you|be|indeed|not|blind|.	flashlight
en_591	english	You may extract a single document from such a collection, and distribute it individually under this License, provided you insert a copy of this License into the extracted document, and follow this License in all other respects regarding verbatim copying of that document.	extracted	0.175	en	False	you|may|extract|a|single|document|from|such|a|collection|,|and|distribute|it|individually|under|this|license|,|provide|you|insert|a|copy|of|this|license|into|the|extract|document|,|and|follow|this|license|in|all|other|respects|regard|verbatim|copying|of|that|document|.	extract
en_592	english	You may extract a single document from such a collection, and distribute it individually under this License, provided you insert a copy of this License into the extracted document, and follow this License in all other respects regarding verbatim copying of that document.	copy	0.05	en	False	you|may|extract|a|single|document|from|such|a|collection|,|and|distribute|it|individually|under|this|license|,|provide|you|insert|a|copy|of|this|license|into|the|extract|document|,|and|follow|this|license|in|all|other|respects|regard|verbatim|copying|of|that|document|.	copy
en_593	english	You may extract a single document from such a collection, and distribute it individually under this License, provided you insert a copy of this License into the extracted document, and follow this License in all other respects regarding verbatim copying of that document.	insert	0.075	en	False	you|may|extract|a|single|document|from|such|a|collection|,|and|distribute|it|individually|under|this|license|,|provide|you|insert|a|copy|of|this|license|into|the|extract|document|,|and|follow|this|license|in|all|other|respects|regard|verbatim|copying|of|that|document|.	insert
en_594	english	Your legal agreements should go through many iterations in the drafting process, with each iteration simplifying the terms, and improving its readability and usability.	improving	0.068181818	en	False	your|legal|agreement|should|go|through|many|iteration|in|the|draft|process|,|with|each|iteration|simplify|the|term|,|and|improve|its|readability|and|usability|.	improve
en_595	english	Your legal agreements should go through many iterations in the drafting process, with each iteration simplifying the terms, and improving its readability and usability.	legal	0.1363636363636363	en	False	your|legal|agreement|should|go|through|many|iteration|in|the|draft|process|,|with|each|iteration|simplify|the|term|,|and|improve|its|readability|and|usability|.	legal
en_596	english	Your legal agreements should go through many iterations in the drafting process, with each iteration simplifying the terms, and improving its readability and usability.	drafting	0.1590909090909091	en	False	your|legal|agreement|should|go|through|many|iteration|in|the|draft|process|,|with|each|iteration|simplify|the|term|,|and|improve|its|readability|and|usability|.	draft
en_597	english	because the specific conjugation of a verb usually indicates which person is the subject.	verb	0.075	en	False	because|the|specific|conjugation|of|a|verb|usually|indicate|which|person|be|the|subject|.	verb
en_598	english	because the specific conjugation of a verb usually indicates which person is the subject.	conjugation	0.4	en	False	because|the|specific|conjugation|of|a|verb|usually|indicate|which|person|be|the|subject|.	conjugation
en_599	english	because the specific conjugation of a verb usually indicates which person is the subject.	indicates	0.175	en	False	because|the|specific|conjugation|of|a|verb|usually|indicate|which|person|be|the|subject|.	indicate
en_600	english	After Ron nearly dies drinking poisoned mead that was apparently intended for Professor Dumbledore, Hermione becomes so distraught that they end their feud for good.	feud	0.5	en	False	after|Ron|nearly|die|drink|poison|mead|that|be|apparently|intend|for|Professor|Dumbledore|,|Hermione|become|so|distraught|that|they|end|their|feud|for|good|.	feud
es_1	spanish	Notifique a su Banco o institución financiera la pérdida o robo de sus tarjetas, chequeras o si sospecha que alguien está utilizando sus cuentas sin su permiso.	notifique	0.45	es	True	notifique|a|su|Banco|o|institución|financiero|el|pérdida|o|robo|de|su|tarjeta|,|chequera|o|si|sospechar|que|alguien|estar|utilizar|su|cuenta|sin|su|permiso|.	notificar
es_2	spanish	Una falta de liquidez ocasiona problemas que pueden amenazar la permanencia del negocio en el mercado; problemas como: detención de pago de sueldos, falta de inventario, restricción de crédito de proveedores, falta de capital de trabajo, entre otros.	sueldos 	0.225	es	True	uno|falta|de|liquidez|ocasionar|problema|que|poder|amenazar|el|permanencia|de|el|negocio|en|el|mercado|;|problema|como|:|detención|de|pago|de|sueldo|,|falta|de|inventario|,|restricción|de|crédito|de|proveedor|,|falta|de|capital|de|trabajo|,|entre|otro|.	sueldo
es_3	spanish	Una falta de liquidez ocasiona problemas que pueden amenazar la permanencia del negocio en el mercado; problemas como: detención de pago de sueldos, falta de inventario, restricción de crédito de proveedores, falta de capital de trabajo, entre otros.	amenazar 	0.575	es	True	uno|falta|de|liquidez|ocasionar|problema|que|poder|amenazar|el|permanencia|de|el|negocio|en|el|mercado|;|problema|como|:|detención|de|pago|de|sueldo|,|falta|de|inventario|,|restricción|de|crédito|de|proveedor|,|falta|de|capital|de|trabajo|,|entre|otro|.	amenazar
es_4	spanish	Una falta de liquidez ocasiona problemas que pueden amenazar la permanencia del negocio en el mercado; problemas como: detención de pago de sueldos, falta de inventario, restricción de crédito de proveedores, falta de capital de trabajo, entre otros.	ocasiona 	0.575	es	True	uno|falta|de|liquidez|ocasionar|problema|que|poder|amenazar|el|permanencia|de|el|negocio|en|el|mercado|;|problema|como|:|detención|de|pago|de|sueldo|,|falta|de|inventario|,|restricción|de|crédito|de|proveedor|,|falta|de|capital|de|trabajo|,|entre|otro|.	ocasionar
es_5	spanish	Cuando se visita a los norteamericanos y se estudian sus leyes, se ve que la autoridad que han dado a los legistas y la influencia que les han dejado tener en el gobierno, forman hoy la más poderosa barrera contra los desvíos de la democracia.	norteamericanos 	0.15	es	True	cuando|él|visitar|a|el|norteamericano|y|él|estudiar|su|ley|,|él|ver|que|el|autoridad|que|haber|dar|a|el|legista|y|el|influencia|que|él|haber|dejar|tener|en|el|gobierno|,|formar|hoy|el|más|poderoso|barrera|contra|el|desvío|de|el|democracia|.	norteamericano
es_6	spanish	Cuando se visita a los norteamericanos y se estudian sus leyes, se ve que la autoridad que han dado a los legistas y la influencia que les han dejado tener en el gobierno, forman hoy la más poderosa barrera contra los desvíos de la democracia.	desvíos 	0.725	es	True	cuando|él|visitar|a|el|norteamericano|y|él|estudiar|su|ley|,|él|ver|que|el|autoridad|que|haber|dar|a|el|legista|y|el|influencia|que|él|haber|dejar|tener|en|el|gobierno|,|formar|hoy|el|más|poderoso|barrera|contra|el|desvío|de|el|democracia|.	desvío
es_7	spanish	Cuando se visita a los norteamericanos y se estudian sus leyes, se ve que la autoridad que han dado a los legistas y la influencia que les han dejado tener en el gobierno, forman hoy la más poderosa barrera contra los desvíos de la democracia.	legistas 	0.875	es	True	cuando|él|visitar|a|el|norteamericano|y|él|estudiar|su|ley|,|él|ver|que|el|autoridad|que|haber|dar|a|el|legista|y|el|influencia|que|él|haber|dejar|tener|en|el|gobierno|,|formar|hoy|el|más|poderoso|barrera|contra|el|desvío|de|el|democracia|.	legista
es_8	spanish	Dicha prosperidad o seguridad está estrechamente vinculada al trabajo, porque no existe aquélla sin el trabajo intenso, para el cual realmente no hay sustituto.	sustituto 	0.45	es	True	dicho|prosperidad|o|seguridad|estar|estrechamente|vinculado|a|el|trabajo|,|porque|no|existir|aquéllo|sin|el|trabajo|intenso|,|para|el|cual|realmente|no|haber|sustituto|.	sustituto
es_9	spanish	Dicha prosperidad o seguridad está estrechamente vinculada al trabajo, porque no existe aquélla sin el trabajo intenso, para el cual realmente no hay sustituto.	vinculada 	0.5	es	True	dicho|prosperidad|o|seguridad|estar|estrechamente|vinculado|a|el|trabajo|,|porque|no|existir|aquéllo|sin|el|trabajo|intenso|,|para|el|cual|realmente|no|haber|sustituto|.	vinculado
es_10	spanish	Dicha prosperidad o seguridad está estrechamente vinculada al trabajo, porque no existe aquélla sin el trabajo intenso, para el cual realmente no hay sustituto.	dicha 	0.675	es	True	dicho|prosperidad|o|seguridad|estar|estrechamente|vinculado|a|el|trabajo|,|porque|no|existir|aquéllo|sin|el|trabajo|intenso|,|para|el|cual|realmente|no|haber|sustituto|.	dicho
es_11	spanish	El único estado que no exige el seguro de responsabilidad exige a los automovilistas que demuestren que tienen fondos suficientes para cubrir los gastos si tienen la culpa en el incidente.	fondos 	0.25	es	True	el|único|estado|que|no|exigir|el|seguro|de|responsabilidad|exigir|a|el|automovilista|que|demostrar|que|tener|fondo|suficiente|para|cubrir|el|gasto|si|tener|el|culpa|en|el|incidente|.	fondo
es_12	spanish	El único estado que no exige el seguro de responsabilidad exige a los automovilistas que demuestren que tienen fondos suficientes para cubrir los gastos si tienen la culpa en el incidente.	exige 	0.25	es	True	el|único|estado|que|no|exigir|el|seguro|de|responsabilidad|exigir|a|el|automovilista|que|demostrar|que|tener|fondo|suficiente|para|cubrir|el|gasto|si|tener|el|culpa|en|el|incidente|.	exigir
es_13	spanish	El único estado que no exige el seguro de responsabilidad exige a los automovilistas que demuestren que tienen fondos suficientes para cubrir los gastos si tienen la culpa en el incidente.	demuestren 	0.35	es	True	el|único|estado|que|no|exigir|el|seguro|de|responsabilidad|exigir|a|el|automovilista|que|demostrar|que|tener|fondo|suficiente|para|cubrir|el|gasto|si|tener|el|culpa|en|el|incidente|.	demostrar
es_14	spanish	Las comunidades dependen de la producción de bienes y servicios producidos para mover la economía lo más equilibradamente posible.	producidos 	0.15	es	True	el|comunidad|depender|de|el|producción|de|bien|y|servicio|producido|para|mover|el|economía|él|más|equilibradamente|posible|.	producido
es_15	spanish	Las comunidades dependen de la producción de bienes y servicios producidos para mover la economía lo más equilibradamente posible.	comunidades 	0.175	es	True	el|comunidad|depender|de|el|producción|de|bien|y|servicio|producido|para|mover|el|economía|él|más|equilibradamente|posible|.	comunidad
es_16	spanish	Las comunidades dependen de la producción de bienes y servicios producidos para mover la economía lo más equilibradamente posible.	equilibradamente 	0.325	es	True	el|comunidad|depender|de|el|producción|de|bien|y|servicio|producido|para|mover|el|economía|él|más|equilibradamente|posible|.	equilibradamente
es_17	spanish	Los documentos debe archivarlos en fólderes o carpetas separados, identificando cada carpeta y organizándola en orden alfabético o por asuntos, en un archivador o caja de seguridad.	carpeta 	0.1	es	True	el|documento|deber|archivar|él|en|fólder|o|carpeta|separado|,|identificar|cada|carpeta|y|organizar|él|en|orden|alfabético|o|por|asunto|,|en|uno|archivador|o|caja|de|seguridad|.	carpeta
